0,194,211,415,49,368,767,3,233,44,737,128,665,680,160,495,99,244,421,108,118,500,179,476,206,262,177,585,503,748,141,6,451,602,519,214,591,455,68,190
194,0,578,376,107,180,623,235,157,84,425,442,155,176,386,147,548,126,50,426,200,189,10,291,48,467,9,523,298,531,372,229,640,192,593,53,254,603,412,156
211,578,0,766,561,685,754,295,494,650,744,125,408,734,768,759,218,557,454,378,661,703,716,776,162,322,361,751,745,597,26,359,563,521,697,191,663,771,468,760
415,376,766,0,668,460,293,204,595,33,249,634,416,336,444,342,123,625,658,724,435,549,221,83,562,574,482,329,377,698,542,210,669,508,81,478,90,440,695,590
49,107,561,668,0,243,715,215,317,347,777,598,731,629,352,621,289,124,163,614,265,641,255,571,370,679,67,686,706,757,567,420,606,423,654,456,684,284,364,173
368,180,685,460,243,0,382,181,79,42,729,111,385,136,240,615,299,63,248,472,462,158,78,294,419,498,62,534,447,404,560,433,251,516,201,761,569,475,693,610
767,623,754,293,715,382,0,709,633,583,530,711,469,321,720,762,234,343,138,645,608,540,644,696,772,529,266,609,764,527,662,406,431,348,319,705,327,505,774,576
3,235,295,204,215,181,709,0,28,35,524,8,604,338,188,219,198,439,237,168,146,570,101,380,25,174,185,310,358,337,96,4,106,217,371,216,182,528,23,463
233,157,494,595,317,79,633,28,0,91,721,152,278,546,309,515,38,43,323,402,246,93,307,74,122,144,34,373,137,285,520,164,411,45,395,357,187,588,77,624
44,84,650,33,347,42,583,35,91,0,581,239,102,436,430,202,60,19,592,652,132,150,267,85,178,110,186,275,29,314,131,95,400,355,374,341,72,207,259,538
737,425,744,249,777,729,530,524,721,581,0,409,690,311,749,537,647,718,340,758,383,636,117,664,750,723,643,599,622,522,775,473,344,434,670,536,253,770,642,676
128,442,125,634,598,111,711,8,152,239,409,0,667,428,639,660,193,445,120,109,134,464,140,725,305,350,220,501,263,86,517,153,47,103,328,490,712,730,401,732
665,155,408,416,731,385,469,604,278,102,690,667,0,222,739,587,429,73,481,747,722,306,504,287,97,18,332,477,167,506,166,432,702,277,681,258,59,657,719,763
680,176,734,336,629,136,321,338,546,436,311,428,222,0,396,135,710,497,274,675,333,269,161,273,422,286,56,55,674,507,620,450,308,318,366,687,325,208,631,360
160,386,768,444,352,240,720,188,309,430,749,639,739,396,0,242,448,375,584,655,100,197,312,225,683,708,37,297,551,779,672,205,228,648,169,733,335,80,276,5
495,147,759,342,621,615,762,219,515,202,537,660,587,135,242,0,646,418,736,678,16,449,559,14,264,656,76,71,618,554,532,145,379,539,304,480,223,46,64,236
99,548,218,123,289,299,234,198,38,60,647,193,429,710,448,646,0,115,441,261,199,171,502,280,565,149,133,479,324,487,407,151,514,40,52,331,300,272,394,612
244,126,557,625,124,63,343,439,43,19,718,445,73,497,375,418,115,0,334,694,154,212,424,75,533,256,11,453,281,526,403,195,184,326,605,369,349,114,250,288
421,50,454,658,163,248,138,237,323,592,340,120,481,274,584,736,441,334,0,170,410,613,2,753,484,601,112,691,399,573,617,104,320,41,714,232,596,713,653,362
108,426,378,724,614,472,645,168,402,652,758,109,747,675,655,678,261,694,170,0,443,568,518,755,541,651,129,699,765,589,388,7,630,509,351,491,773,742,627,550
118,200,661,435,265,462,608,146,246,132,383,134,722,333,100,16,199,154,410,443,0,127,474,245,564,544,27,92,465,387,607,32,24,301,66,279,283,17,1,39
500,189,703,549,641,158,540,570,93,150,636,464,306,269,197,449,171,212,613,568,127,0,611,231,466,213,13,12,389,689,628,510,252,315,21,738,113,512,580,226
179,10,716,221,255,78,644,101,307,267,117,140,504,161,312,559,502,424,2,518,474,611,0,413,354,616,268,649,87,692,735,270,572,148,671,438,555,704,688,458
476,291,776,83,571,294,696,380,74,85,664,725,287,273,225,14,280,75,753,755,245,231,413,0,365,363,139,69,417,632,728,384,582,470,159,701,119,165,391,511
206,48,162,562,370,419,772,25,122,178,750,305,97,422,683,264,565,533,484,541,564,466,354,365,0,116,183,175,316,339,15,203,543,346,492,427,172,743,489,707
262,467,322,574,679,498,529,174,144,110,723,350,18,286,708,656,149,256,601,651,544,213,616,363,116,0,398,238,488,353,302,390,547,58,545,486,57,575,566,746
177,9,361,482,67,62,266,185,34,186,643,220,332,56,37,76,133,11,112,129,27,13,268,139,183,398,0,31,437,577,121,51,94,142,65,392,367,61,230,0
585,523,751,329,686,534,609,310,373,275,599,501,477,55,297,71,479,453,691,699,92,12,649,69,175,238,31,0,446,635,461,260,36,393,20,769,89,290,552,143
503,298,745,377,706,447,764,358,137,29,622,263,167,674,551,618,324,281,399,765,465,389,87,417,316,488,437,446,0,727,682,414,626,88,700,535,356,666,677,740
748,531,597,698,757,404,527,337,285,314,522,86,506,507,779,554,487,526,573,589,387,689,692,632,339,353,577,635,727,0,638,457,452,257,558,594,579,752,600,778
141,372,26,542,567,560,662,96,520,131,775,517,166,620,672,532,407,403,617,388,607,628,735,728,15,302,121,461,682,638,0,22,483,726,556,345,313,619,459,525
6,229,359,210,420,433,406,4,164,95,473,153,432,450,205,145,151,195,104,7,32,510,270,384,203,390,51,260,414,457,22,0,98,471,292,70,271,303,30,82
451,640,563,669,606,251,431,106,411,400,344,47,702,308,228,379,514,184,320,630,24,252,572,582,543,547,94,36,626,452,483,98,0,553,130,741,241,496,224,209
602,192,521,508,423,516,348,217,45,355,434,103,277,318,648,539,40,326,41,509,301,315,148,470,346,58,142,393,88,257,726,471,553,0,513,196,296,499,586,717
519,593,697,81,654,201,319,371,395,374,670,328,681,366,169,304,52,605,714,351,66,21,671,159,492,545,65,20,700,558,556,292,130,513,0,756,282,381,637,397
214,53,191,478,456,761,705,216,357,341,536,490,258,687,733,480,331,369,232,491,279,738,438,701,427,486,392,769,535,594,345,70,741,196,756,0,405,659,54,673
591,254,663,90,684,569,327,182,187,72,253,712,59,325,335,223,300,349,596,773,283,113,555,119,172,57,367,89,356,579,313,271,241,296,282,405,0,485,247,493
455,603,771,440,284,475,505,528,588,207,770,730,657,208,80,46,272,114,713,742,17,512,704,165,743,575,61,290,666,752,619,303,496,499,381,659,485,0,227,105
68,412,468,695,364,693,774,23,77,259,642,401,719,631,276,64,394,250,653,627,1,580,688,391,489,566,230,552,677,600,459,30,224,586,637,54,247,227,0,330
190,156,760,590,173,610,576,463,624,538,676,732,763,360,5,236,612,288,362,550,39,226,458,511,707,746,0,143,740,778,525,82,209,717,397,673,493,105,330,0
